id,locatie_gegevens_cc,zenddatum__c,status,cust_id,invoicing_f_code_initialized_confirmed,cust_id_business_held_confirmed,ontvangstdatum,aanmaakdatum,locatie_gegevens_continent,vehicle_id,invoicing_f_code_paid_date_confirmed,z_list_price,wgtKg_123X,dimension_package_for_shipment,driver_id,invoicing_f_code_createddate_confirmed,invoicing_f_code_status,shipment_type_id,invoicing_f_code_initialized_unconfirmed,cust_id_business_held_hetoudesysteem
117,JP,1690502400000,Delivered,19180,5149,837,1690934400000,1689465600000,Asia,cad-ep35l-gzwtgz,1689811200000,48.78,24 39,21 x 27 x 94,B1-t1chme33fr3z,1689552000000,Paid,2,5149.0,6-uwpvr
128,JP,1688601600000,Delivered,63063,5160,263,1688947200000,1688169600000,Asia,cad-tiufw-t7xaby,1688515200000,45.52,22 76,21 x 28 x 55,B1-dsgyraz6fkj7,1688256000000,Paid,2,5160.0,5-oolyo
583,US,1686960000000,Delivered,65508,5615,434,1687132800000,1686787200000,North America,aba-tbnfr-viumwh,1686960000000,186.8,46 7,21 x 28 x 98,B1-d8gmdfp7zw37,1686787200000,Paid,1,5615.0,7-k82na
12,IN,1696032000000,Delivered,67629,5044,817,1696291200000,1693872000000,Asia,cad-j0oco-f4a1eb,1694304000000,2.12,1 06,21 x 29 x 100,B1-es7kj5egs4m4,1693958400000,Paid,2,5044.0,2-s5y0s
931,DE,1680566400000,Delivered,84755,5963,751,1680652800000,1680134400000,Europe,ccc-i7idq-x98ipc,1680307200000,69.16,17 29,21 x 29 x 133,A1-eixkpln3woad,1680134400000,Paid,1,5963.0,7-xyoog
406,DE,1679788800000,Delivered,40303,5438,880,1680134400000,1677628800000,Europe,ccc-avajt-ntmrpo,1677888000000,33.56,16 78,21 x 31 x 113,C1-8rkv7u4z0qhg,1677628800000,Paid,2,5438.0,0-8enw7
421,AU,1673654400000,Delivered,57918,5453,472,1673740800000,1673222400000,Australia,ccc-s0bib-ihx3rh,1673568000000,60.2,15 05,21 x 35 x 103,B1-or1wyejvqlge,1673222400000,Paid,1,5453.0,5-x8two
1,DE,1679875200000,Delivered,50466,5033,584,1680220800000,1678838400000,Europe,cbc-aoidu-5ym8pz,1679529600000,50.18,25 09,21 x 35 x 123,B1-bszoikzohcj5,1678924800000,Paid,2,5033.0,5-frvcx
471,AU,1697241600000,Delivered,26724,5503,496,1697587200000,1696723200000,Australia,ccc-u7m4j-xdemc4,1697155200000,53.32,26 66,21 x 36 x 69,A1-eixkpln3woad,1696809600000,Paid,2,5503.0,4-ov1vu
45,JP,1697932800000,Delivered,58673,5077,209,1698019200000,1697068800000,Asia,cad-hfcgm-3nxsqe,1697068800000,60.28,30 14,21 x 36 x 91,A1-h1mlz5zxzttx,1697068800000,Paid,2,5077.0,5-onuny
515,CA,1686355200000,Delivered,15261,5547,140,1686355200000,1685836800000,North America,cdc-wku6n-xlyaot,1686355200000,67.2,16 8,21 x 39 x 73,B1-d8gmdfp7zw37,1685923200000,Paid,1,5547.0,1-bmzgc
602,FR,1677196800000,Delivered,75618,5634,616,1677283200000,1674777600000,Europe,cad-b01wn-ptbhum,1675123200000,34.52,17 26,21 x 39 x 82,C1-tk3ygetsueuf,1674864000000,Paid,2,5634.0,2-lszdo
810,IN,1683504000000,Delivered,11636,5842,900,1683590400000,1682899200000,Asia,cad-4xwww-bz3asf,1683331200000,51.08,12 77,21 x 41 x 136,C1-d08ywijb4ocx,1682985600000,Paid,1,5842.0,8-kv8fz
331,AU,1678147200000,Delivered,69311,5363,887,1678233600000,1677888000000,Australia,cdc-y2qdy-jfxptn,1678406400000,199.64,49 91,21 x 44 x 107,C1-yvfxlbt8jejx,1677888000000,Paid,1,5363.0,3-bn4n9
551,CA,1684108800000,Delivered,45766,5583,675,1684281600000,1683504000000,North America,cbc-cifjg-ch9qbg,1684022400000,50.92,12 73,21 x 44 x 108,A1-nlprebisxlor,1683504000000,Paid,1,5583.0,9-rfoqq
985,JP,1691971200000,Delivered,55735,6017,161,1692057600000,1691625600000,Asia,ccc-e89zt-jhmpav,1691712000000,116.68,29 17,21 x 49 x 113,C1-xhs30xusw3qe,1691625600000,Paid,1,6017.0,7-cyr3t
937,DE,1677369600000,Delivered,11636,5969,276,1677542400000,1676851200000,Europe,ccc-qywxb-uhfodz,1677024000000,6.84,1 71,21 x 49 x 133,B1-bszoikzohcj5,1676937600000,Paid,1,5969.0,7-nhswg
461,US,1699747200000,Created,74706,5493,210,1699833600000,1696982400000,North America,ccc-e89zt-jhmpav,1696982400000,72.02,36 01,21 x 5 x 110,C1-pjsqiszmj3ln,1696982400000,Paid,2,5493.0,6-nate1
213,US,1675382400000,Delivered,16424,5245,815,1675382400000,1675123200000,North America,ccc-e89zt-jhmpav,1675382400000,180.92,45 23,21 x 50 x 138,B1-n2p8jarnebb8,1675123200000,Paid,1,5245.0,2-3c6oh
187,AU,1686787200000,Delivered,20706,5219,738,1687046400000,1686096000000,Australia,aba-wl1jd-otfy8g,1686441600000,99.92,49 96,21 x 50 x 141,A1-easxbkqjrtpf,1686182400000,Paid,2,5219.0,3-j3shg
197,CA,1686528000000,Delivered,51995,5229,77,1686700800000,1686268800000,North America,ccc-ckf2u-pwb8gp,1686528000000,92.92,23 23,22 x 10 x 52,C1-vfd2z4smswkf,1686268800000,Paid,1,5229.0,8-f6bo0
918,IN,1695427200000,Delivered,48881,5950,773,1695427200000,1695081600000,Asia,cdc-emp7z-ecv5bt,1695254400000,121.16,30 29,22 x 20 x 129,B1-uqap0thbm8kq,1695081600000,Paid,1,5950.0,1-her2i
332,CA,1688169600000,Delivered,84755,5364,957,1688256000000,1687564800000,North America,ccc-ikmq4-nzdfov,1687737600000,139.88,34 97,22 x 20 x 67,B1-kxfrpybslkob,1687564800000,Paid,1,5364.0,4-dqywo
821,CA,1675036800000,Delivered,32951,5853,714,1675209600000,1674432000000,North America,ccc-ni5gk-uix1pz,1674691200000,157.0,39 25,22 x 24 x 105,B1-wjunhi3uz4xa,1674518400000,Paid,1,5853.0,0-fnos6
233,IN,1689552000000,Delivered,52811,5265,795,1689552000000,1689120000000,Asia,aba-0wfp2-fizwnd,1689552000000,95.68,23 92,22 x 24 x 97,C1-hiqyf1c01jti,1689120000000,Paid,1,5265.0,3-rmsjj
564,US,1691798400000,Delivered,35960,5596,146,1691884800000,1691193600000,North America,cdc-emp7z-ecv5bt,1691452800000,83.08,20 77,22 x 27 x 89,B1-kxfrpybslkob,1691193600000,Paid,1,5596.0,2-jvs8d
464,CA,1687564800000,Delivered,58628,5496,930,1687651200000,1687219200000,North America,cdc-wku6n-xlyaot,1687737600000,142.28,35 57,22 x 27 x 94,C1-bqvwg7ogabwg,1687305600000,Paid,1,5496.0,1-l4tgy
480,GB,1677283200000,Delivered,58920,5512,694,1677456000000,1677024000000,Europe,ccc-ni5gk-uix1pz,1677283200000,40.36,10 09,22 x 29 x 81,B1-uqap0thbm8kq,1677024000000,Paid,1,5512.0,7-oglfh
896,FR,1694476800000,Delivered,13474,5928,45,1694563200000,1692489600000,Europe,ccc-9adkq-ylpooc,1692662400000,35.44,17 72,22 x 36 x 141,B1-x8pki1i9dcc2,1692489600000,Paid,2,5928.0,7-nuaoi
235,JP,1694304000000,Delivered,85627,5267,383,1694649600000,1693094400000,Asia,cbc-utvjw-ruj9eo,1693267200000,73.8,36 9,22 x 38 x 51,B1-wjpqfe6aph9u,1693094400000,Paid,2,5267.0,2-nige4
619,US,1698796800000,Delivery in Progress,16424,5651,440,1698883200000,1698364800000,North America,aba-qaqsr-akyreh,-9223372036855,82.28,20 57,22 x 45 x 102,B1-d8gmdfp7zw37,1698451200000,Pending,1,5651.0,4-8pchq
95,FR,1684886400000,Delivered,13773,5127,725,1684972800000,1683936000000,Europe,aba-wl1jd-otfy8g,1684195200000,21.56,10 78,22 x 45 x 150,C1-yvfxlbt8jejx,1684022400000,Paid,2,5127.0,9-qutr8
719,AU,1698019200000,Delivered,70183,5751,337,1698105600000,1697500800000,Australia,cad-j255i-uixxyc,1697846400000,74.64,18 66,22 x 47 x 88,A1-jp55gcsbrajt,1697500800000,Paid,1,5751.0,6-bviim
224,DE,1692230400000,Delivered,18167,5256,397,1692489600000,1689811200000,Europe,ccc-9adkq-ylpooc,1689984000000,21.68,10 84,22 x 7 x 89,B1-uqap0thbm8kq,1689811200000,Paid,2,5256.0,1-44qb0
273,GB,1694044800000,Delivered,18743,5305,213,1694304000000,1691971200000,Europe,aba-tbnfr-viumwh,1692316800000,96.38,48 19,22 x 8 x 110,A1-82i7kliwpfvr,1691971200000,Paid,2,5305.0,9-hwgs6
888,GB,1676937600000,Delivered,61583,5920,75,1676937600000,1676160000000,Europe,ccc-hlsyv-egbsja,1676332800000,39.6,19 8,22 x 8 x 71,C1-lizqqs1pyect,1676160000000,Paid,2,5920.0,3-ufvcy
718,JP,1685750400000,Delivered,78829,5750,320,1685750400000,1683849600000,Asia,ccc-ji4yc-gugdco,1684022400000,33.4,16 7,22 x 9 x 82,C1-8rkv7u4z0qhg,1683849600000,Paid,2,5750.0,5-hlo3l
782,FR,1676678400000,Delivered,48881,5814,922,1676764800000,1676419200000,Europe,cbc-fwgfj-l2mtjv,1677110400000,175.0,43 75,23 x 12 x 108,B1-dsgyraz6fkj7,1676505600000,Paid,1,5814.0,0-ebfri
234,US,1696032000000,Delivered,80054,5266,594,1696032000000,1695513600000,North America,ccc-tdiw5-wgfn9f,1695945600000,10.88,2 72,23 x 16 x 114,C1-yd5vmtol8ngh,1695600000000,Paid,1,5266.0,8-rbekd
613,CA,1682467200000,Delivered,48881,5645,672,1682553600000,1681948800000,North America,aba-vkm9k-fp2zdn,1682121600000,185.68,46 42,23 x 18 x 109,A1-82i7kliwpfvr,1681948800000,Paid,1,5645.0,3-wzsqm
116,FR,1677196800000,Delivered,40545,5148,258,1677369600000,1676937600000,Europe,aba-rh9jk-9ne9td,1677110400000,29.0,7 25,23 x 19 x 78,B1-dsgyraz6fkj7,1676937600000,Paid,1,5148.0,0-3gvua
394,US,1691280000000,Delivered,69934,5426,702,1691366400000,1691107200000,North America,cbc-oqw2p-d3n5l9,1691107200000,38.56,9 64,23 x 24 x 141,C1-vrmgtcixyvlg,1691107200000,Paid,1,5426.0,6-5hvvu
208,CA,1691280000000,Delivered,42734,5240,630,1691280000000,1691020800000,North America,ccc-ikmq4-nzdfov,1691193600000,41.84,10 46,23 x 24 x 80,C1-yvfxlbt8jejx,1691107200000,Paid,1,5240.0,5-hlitd
642,GB,1695081600000,Delivered,68506,5674,409,1695254400000,1692748800000,Europe,ccc-qxtxc-ucdsyf,1693267200000,23.64,11 82,23 x 27 x 69,B1-wjunhi3uz4xa,1692748800000,Paid,2,5674.0,9-d5r7q
497,GB,1693094400000,Delivered,73458,5529,213,1693180800000,1692662400000,Europe,cbc-gr63q-mdcwgr,1693180800000,72.04,18 01,23 x 29 x 85,C1-yd5vmtol8ngh,1692662400000,Paid,1,5529.0,9-hwgs6
357,US,1689120000000,Delivered,50466,5389,69,1689552000000,1686873600000,North America,cad-tiufw-t7xaby,1687219200000,68.2,34 1,23 x 32 x 142,C1-tk3ygetsueuf,1686873600000,Paid,2,5389.0,2-zjeqd
793,FR,1688774400000,Delivered,68147,5825,483,1688860800000,1688256000000,Europe,aba-5kpud-gicifj,1688515200000,14.3,7 15,23 x 36 x 106,A1-y5wkiaudmn3w,1688256000000,Paid,2,5825.0,3-c6gdn
911,IN,1695081600000,Delivered,27340,5943,99,1695340800000,1693094400000,Asia,ccc-s0bib-ihx3rh,1693526400000,72.5,36 25,23 x 38 x 121,C1-tsvhxparqaho,1693180800000,Paid,2,5943.0,7-zusjv
372,AU,1677456000000,Delivered,74237,5404,388,1677542400000,1675123200000,Australia,cad-j255i-uixxyc,1675296000000,19.42,9 71,23 x 41 x 110,B1-iucwqdo6oaam,1675123200000,Paid,2,5404.0,3-lday8
470,FR,1695427200000,Delivered,18135,5502,911,1695427200000,1695168000000,Europe,cdc-zkavo-wfqbz0,1695513600000,74.72,18 68,23 x 43 x 99,B1-n2p8jarnebb8,1695254400000,Paid,1,5502.0,0-bu6ej
527,DE,1692144000000,Delivered,80054,5559,854,1692230400000,1691798400000,Europe,ccc-3nb2v-lvmc4w,1692316800000,132.2,33 05,23 x 44 x 79,A1-4mkqxbm6zywt,1691798400000,Paid,1,5559.0,1-rrkwk
510,IN,1675728000000,Delivered,74237,5542,317,1676073600000,1675555200000,Asia,cdc-61cd8-c7fbms,1675728000000,94.8,47 4,23 x 45 x 113,B1-xcezp1y8nv62,1675555200000,Paid,2,5542.0,8-tmad6
716,CA,1698278400000,Delivered,70521,5748,876,1698278400000,1697673600000,North America,cad-8mypb-l9vuov,-9223372036855,117.52,29 38,23 x 47 x 66,C1-8rkv7u4z0qhg,1697760000000,Pending,1,5748.0,6-spbrn
988,US,1681516800000,Delivered,60024,6020,807,1681689600000,1680998400000,North America,ccc-fazbd-gkoyx0,1680998400000,179.24,44 81,23 x 9 x 115,A1-fbazprbgr4hd,1680998400000,Paid,1,6020.0,9-0b2he
308,IN,1693872000000,Delivered,58673,5340,834,1694044800000,1693353600000,Asia,ccc-bviqu-ss0f2j,1693440000000,120.96,30 24,23 x 9 x 135,B1-dsgyraz6fkj7,1693353600000,Paid,1,5340.0,2-oyl29
454,CA,1683763200000,Delivered,48881,5486,45,1683849600000,1683590400000,North America,ccc-3ztff-rlcywq,1684108800000,10.56,2 64,24 x 10 x 150,C1-pjsqiszmj3ln,1683590400000,Paid,1,5486.0,7-nuaoi
339,FR,1696982400000,Delivered,60541,5371,766,1697068800000,1696723200000,Europe,cad-bgysc-ycf48r,1697155200000,27.68,6 92,24 x 10 x 88,C1-yd5vmtol8ngh,1696723200000,Paid,1,5371.0,3-0im5l
693,JP,1687392000000,Delivered,58728,5725,657,1687478400000,1687132800000,Asia,cdc-iof3b-a5xigu,1687564800000,179.28,44 82,24 x 10 x 90,A1-2c1w6ce1ohxz,1687132800000,Paid,1,5725.0,3-shqjk
747,AU,1682208000000,Delivered,57931,5779,914,1682208000000,1681603200000,Australia,cdc-ytbam-c1ioc9,1681862400000,34.84,8 71,24 x 18 x 76,C1-bqvwg7ogabwg,1681689600000,Paid,1,5779.0,2-efc6c
691,US,1690761600000,Delivered,80773,5723,876,1691193600000,1688601600000,North America,ccc-qywxb-uhfodz,1688688000000,57.32,28 66,24 x 19 x 110,C1-bqvwg7ogabwg,1688601600000,Paid,2,5723.0,6-spbrn
898,JP,1694044800000,Delivered,40482,5930,712,1694044800000,1693872000000,Asia,cad-uanzj-k92lpf,1694304000000,77.84,19 46,24 x 20 x 108,C1-vfd2z4smswkf,1693958400000,Paid,1,5930.0,7-iw20t
52,JP,1678320000000,Delivered,13544,5084,876,1678492800000,1678147200000,Asia,ccc-qywxb-uhfodz,1678665600000,94.2,23 55,24 x 20 x 93,C1-cpbugpokl9v7,1678147200000,Paid,1,5084.0,6-spbrn
518,AU,1674518400000,Delivered,87861,5550,445,1674864000000,1672704000000,Australia,aba-uwwzm-kgfxgr,1673136000000,76.86,38 43,24 x 21 x 95,B1-kxfrpybslkob,1672704000000,Paid,2,5550.0,3-qcraq
675,FR,1698537600000,Delivered,57080,5707,831,1698624000000,1698019200000,Europe,ccc-3nb2v-lvmc4w,-9223372036855,193.2,48 3,24 x 22 x 73,B1-wjunhi3uz4xa,1698105600000,Pending,1,5707.0,5-7qor9
451,CA,1679875200000,Delivered,21299,5483,576,1680134400000,1677369600000,North America,cdc-ctbh2-umfecb,1677456000000,32.56,16 28,24 x 22 x 74,A1-y5wkiaudmn3w,1677369600000,Paid,2,5483.0,7-2enpa
735,CA,1688947200000,Delivered,10985,5767,202,1688947200000,1688515200000,North America,cad-ntnhz-kuznqt,1688774400000,27.08,6 77,24 x 23 x 101,B1-xcezp1y8nv62,1688515200000,Paid,1,5767.0,3-tros8
776,GB,1684454400000,Delivered,40573,5808,120,1684540800000,1683936000000,Europe,cdc-61cd8-c7fbms,1684195200000,104.92,26 23,24 x 23 x 109,B1-t1chme33fr3z,1684022400000,Paid,1,5808.0,5-kxawg
992,GB,1694908800000,Delivered,95512,6024,731,1695081600000,1692835200000,Europe,cad-mxtis-wl55el,1693353600000,68.18,34 09,24 x 26 x 126,A1-4mkqxbm6zywt,1692921600000,Paid,2,6024.0,7-mp1jb
987,FR,1687305600000,Delivered,32951,6019,244,1687392000000,1684627200000,Europe,ccc-lbfyf-e6nq1j,1685145600000,33.02,16 51,24 x 26 x 143,C1-vrmgtcixyvlg,1684713600000,Paid,2,6019.0,2-x3ur2
158,IN,1695513600000,Delivered,59406,5190,758,1695772800000,1693267200000,Asia,cad-mrknz-0r6v7l,1693612800000,21.66,10 83,24 x 28 x 57,B1-uqap0thbm8kq,1693353600000,Paid,2,5190.0,7-bgkor
671,CA,1692230400000,Delivered,15910,5703,533,1692576000000,1689638400000,North America,aba-ljm1o-7wn0vi,1690243200000,26.24,13 12,24 x 29 x 79,A1-y5wkiaudmn3w,1689638400000,Paid,2,5703.0,9-4el5i
401,IN,1673308800000,Delivered,68390,5433,906,1673395200000,1673049600000,Asia,aba-5kpud-gicifj,1673222400000,36.84,9 21,24 x 32 x 69,C1-lizqqs1pyect,1673049600000,Paid,1,5433.0,6-a6cg1
129,DE,1680652800000,Delivered,26078,5161,4,1680739200000,1680134400000,Europe,cbc-tb9ic-fo6q4r,1680652800000,110.08,27 52,24 x 33 x 86,C1-bqvwg7ogabwg,1680134400000,Paid,1,5161.0,3-odhgw
472,JP,1675900800000,Delivered,32951,5504,576,1675900800000,1675728000000,Asia,cad-fblgd-9fwap5,1675900800000,96.0,24,24 x 34 x 56,B1-d8gmdfp7zw37,1675814400000,Paid,1,5504.0,7-2enpa
154,FR,1676678400000,Delivered,30383,5186,322,1676764800000,1674691200000,Europe,ccc-eyqqx-dn2z0n,1675036800000,83.88,41 94,24 x 36 x 145,A1-82i7kliwpfvr,1674691200000,Paid,2,5186.0,0-luwvv
254,JP,1689465600000,Delivered,51696,5286,746,1689811200000,1687478400000,Asia,ccc-e89zt-jhmpav,1687651200000,43.76,21 88,24 x 39 x 121,B1-bszoikzohcj5,1687564800000,Paid,2,5286.0,5-rbw9q
923,JP,1679097600000,Delivered,13828,5955,234,1679529600000,1677801600000,Asia,cad-x4oof-zy2bte,1678320000000,92.2,46 1,24 x 40 x 113,C1-4ioaptjf0oag,1677801600000,Paid,2,5955.0,3-fkiwo
92,JP,1678406400000,Delivered,85627,5124,193,1678492800000,1677801600000,Asia,ccc-qywxb-uhfodz,1678406400000,85.2,21 3,24 x 40 x 76,A1-eixkpln3woad,1677801600000,Paid,1,5124.0,6-ci0hi
511,JP,1684800000000,Delivered,16205,5543,481,1684886400000,1684108800000,Asia,ccc-i7idq-x98ipc,1684368000000,57.2,28 6,24 x 45 x 67,A1-5kviciks6iea,1684108800000,Paid,2,5543.0,9-dqpj9
867,IN,1683849600000,Delivered,66604,5899,826,1684022400000,1683504000000,Asia,aba-huw7h-8fspnt,1684108800000,78.34,39 17,24 x 45 x 76,C1-hiqyf1c01jti,1683504000000,Paid,2,5899.0,8-kjxik
954,FR,1690934400000,Delivered,17370,5986,319,1691020800000,1690416000000,Europe,cbc-daqto-px3npx,1690588800000,170.44,42 61,24 x 47 x 98,B1-x8pki1i9dcc2,1690416000000,Paid,1,5986.0,9-frdo8
399,CA,1679529600000,Delivered,80773,5431,687,1679529600000,1679356800000,North America,cdc-u8bwb-qczngm,1679529600000,72.24,18 06,24 x 48 x 101,A1-4mkqxbm6zywt,1679356800000,Paid,1,5431.0,5-lxsc8
521,US,1685836800000,Delivered,70521,5553,758,1686009600000,1683504000000,North America,ccc-u7m4j-xdemc4,1684022400000,40.18,20 09,24 x 48 x 58,C1-vrmgtcixyvlg,1683590400000,Paid,2,5553.0,7-bgkor
520,AU,1676419200000,Delivered,68506,5552,320,1676419200000,1676246400000,Australia,aba-ljm1o-7wn0vi,1676678400000,81.48,20 37,24 x 48 x 73,B1-es7kj5egs4m4,1676246400000,Paid,1,5552.0,5-hlo3l
834,US,1695600000000,Delivered,81811,5866,758,1695600000000,1695427200000,North America,cad-hfcgm-3nxsqe,1695772800000,175.48,43 87,24 x 48 x 91,B1-bszoikzohcj5,1695427200000,Paid,1,5866.0,7-bgkor
328,AU,1689811200000,Delivered,26078,5360,379,1689897600000,1689379200000,Australia,ccc-nge1c-hqxcv4,1689465600000,8.4,2 1,24 x 49 x 65,B1-iucwqdo6oaam,1689379200000,Paid,1,5360.0,5-hwytm
785,JP,1688774400000,Delivered,83639,5817,437,1688860800000,1688428800000,Asia,ccc-avajt-ntmrpo,1688774400000,20.32,5 08,24 x 50 x 101,C1-qhp3tte5dphq,1688428800000,Paid,1,5817.0,7-vcjon
652,AU,1678752000000,Delivered,57080,5684,409,1678924800000,1677024000000,Australia,aba-hxz1y-h2qhcr,1677542400000,29.34,14 67,24 x 50 x 104,C1-8rkv7u4z0qhg,1677024000000,Paid,2,5684.0,9-d5r7q
218,GB,1696550400000,Delivered,24055,5250,792,1696636800000,1694304000000,Europe,aba-vv6nk-zklpng,1694736000000,48.68,24 34,24 x 50 x 117,B1-kxfrpybslkob,1694390400000,Paid,2,5250.0,4-d7xk5
769,GB,1684281600000,Delivered,75501,5801,715,1684368000000,1683763200000,Europe,ccc-3nb2v-lvmc4w,1684195200000,61.2,15 3,25 x 12 x 125,A1-2c1w6ce1ohxz,1683849600000,Paid,1,5801.0,5-uol3v
786,DE,1686873600000,Delivered,13828,5818,779,1686873600000,1684281600000,Europe,cbc-fmwat-rikxcu,1684886400000,29.9,14 95,25 x 13 x 51,A1-82i7kliwpfvr,1684281600000,Paid,2,5818.0,6-gi78b
657,AU,1687910400000,Delivered,67629,5689,364,1687996800000,1687564800000,Australia,cbc-ggvc1-fhqqcg,1687824000000,149.24,37 31,25 x 20 x 65,C1-tsvhxparqaho,1687651200000,Paid,1,5689.0,6-n1rzv
377,IN,1678924800000,Delivered,37406,5409,758,1679011200000,1678492800000,Asia,aba-rxcsz-r6wdpz,1679184000000,112.68,28 17,25 x 21 x 127,B1-x8pki1i9dcc2,1678579200000,Paid,1,5409.0,7-bgkor
872,JP,1686873600000,Delivered,14275,5904,763,1687046400000,1686441600000,Asia,cad-xz5lb-60veqc,1686700800000,22.44,5 61,25 x 22 x 145,B1-x8pki1i9dcc2,1686528000000,Paid,1,5904.0,3-b3hwv
380,AU,1692662400000,Delivered,26724,5412,464,1692748800000,1692316800000,Australia,cdc-u8bwb-qczngm,1693008000000,180.4,45 1,25 x 23 x 79,A1-h1mlz5zxzttx,1692403200000,Paid,1,5412.0,0-n1rbu
975,US,1690848000000,Delivered,88140,6007,520,1690848000000,1690502400000,North America,ccc-ikmq4-nzdfov,1691107200000,119.64,29 91,25 x 27 x 138,B1-wjunhi3uz4xa,1690588800000,Paid,1,6007.0,0-b0njy
353,DE,1685491200000,Delivered,86766,5385,302,1685491200000,1685145600000,Europe,cbc-utvjw-ruj9eo,1685577600000,123.56,30 89,25 x 30 x 103,B1-uqap0thbm8kq,1685145600000,Paid,1,5385.0,1-ea7v7
458,AU,1679961600000,Delivered,58920,5490,247,1680048000000,1679616000000,Australia,cbc-e7r3p-v36x8d,1680220800000,183.44,45 86,25 x 31 x 130,A1-eixkpln3woad,1679702400000,Paid,1,5490.0,7-r30is
630,CA,1688601600000,Delivered,55735,5662,283,1688688000000,1688083200000,North America,cbc-onb2v-dgclve,1688601600000,88.56,22 14,25 x 31 x 65,B1-dsgyraz6fkj7,1688169600000,Paid,1,5662.0,9-llx3e
726,FR,1676073600000,Delivered,68147,5758,100,1676073600000,1674432000000,Europe,aba-wl1jd-otfy8g,1674950400000,71.18,35 59,25 x 35 x 116,A1-y5wkiaudmn3w,1674432000000,Paid,2,5758.0,5-zeuwc
375,CA,1698278400000,Delivered,70231,5407,697,1698364800000,1697846400000,North America,cad-twofq-bp1pd3,-9223372036855,99.64,24 91,25 x 39 x 143,C1-2nyqpxvfznas,1697932800000,Pending,1,5407.0,2-1j1ky
756,JP,1677110400000,Delivered,63453,5788,773,1677456000000,1674950400000,Asia,ccc-tdiw5-wgfn9f,1674950400000,12.42,6 21,25 x 39 x 65,C1-vfd2z4smswkf,1674950400000,Paid,2,5788.0,1-her2i
685,AU,1688860800000,Delivered,62605,5717,658,1689033600000,1688342400000,Australia,ccc-9m4np-tiz8px,1688601600000,11.3,5 65,25 x 39 x 96,B1-or1wyejvqlge,1688428800000,Paid,2,5717.0,6-mmoly
982,FR,1681257600000,Delivered,26724,6014,754,1681603200000,1679616000000,Europe,cdc-jts3h-bc562b,1680220800000,54.42,27 21,25 x 44 x 70,A1-h1mlz5zxzttx,1679702400000,Paid,2,6014.0,2-rctzl
396,JP,1684108800000,Delivered,10692,5428,462,1684281600000,1681430400000,Asia,cad-uanzj-k92lpf,1681603200000,95.74,47 87,25 x 48 x 114,C1-tk3ygetsueuf,1681516800000,Paid,2,5428.0,9-cpjlc
23,CA,1688601600000,Delivered,74419,5055,970,1688860800000,1686614400000,North America,cbc-g4crt-h67ckx,1686787200000,53.84,26 92,25 x 50 x 56,A1-eixkpln3woad,1686614400000,Paid,2,5055.0,0-bru0e
547,US,1675728000000,Delivered,36900,5579,649,1675814400000,1675555200000,North America,cbc-owfot-uqylwt,1675641600000,46.92,11 73,25 x 7 x 102,C1-tk3ygetsueuf,1675555200000,Paid,1,5579.0,8-uegg2
202,DE,1694736000000,Delivered,74419,5234,692,1694822400000,1694304000000,Europe,ccc-hlsyv-egbsja,1694649600000,57.84,14 46,25 x 8 x 58,B1-dsgyraz6fkj7,1694390400000,Paid,1,5234.0,9-syyuq
727,DE,1676419200000,Delivered,35960,5759,772,1676505600000,1675987200000,Europe,cbc-onb2v-dgclve,1676332800000,110.92,27 73,25 x 8 x 65,A1-easxbkqjrtpf,1675987200000,Paid,1,5759.0,9-iqysj
312,DE,1691107200000,Delivered,34336,5344,371,1691280000000,1688688000000,Europe,ccc-i7idq-x98ipc,1689292800000,95.74,47 87,26 x 10 x 61,B1-t1chme33fr3z,1688688000000,Paid,2,5344.0,9-2vous
241,AU,1695600000000,Delivered,55466,5273,58,1695772800000,1693008000000,Australia,cbc-tx60s-1btiiy,1693353600000,25.8,12 9,26 x 13 x 87,B1-dsgyraz6fkj7,1693094400000,Paid,2,5273.0,6-3vrpf
448,GB,1677974400000,Delivered,20727,5480,106,1678060800000,1677456000000,Europe,ccc-eyqqx-dn2z0n,1678147200000,14.44,3 61,26 x 18 x 63,B1-bxkjltfgog6k,1677542400000,Paid,1,5480.0,8-qlerr
791,JP,1679011200000,Delivered,51696,5823,487,1679097600000,1678492800000,Asia,ccc-kdezt-v1ccmx,1678579200000,178.6,44 65,26 x 20 x 57,B1-xcezp1y8nv62,1678579200000,Paid,1,5823.0,5-wcxfz
530,IN,1675641600000,Delivered,16424,5562,758,1676073600000,1675036800000,Asia,ccc-qywxb-uhfodz,1675382400000,59.36,29 68,26 x 21 x 107,C1-vfd2z4smswkf,1675123200000,Paid,2,5562.0,7-bgkor
631,DE,1679097600000,Delivered,77592,5663,27,1679270400000,1678060800000,Europe,cbc-oqw2p-d3n5l9,1678147200000,77.32,38 66,26 x 22 x 103,C1-fkbonrztz7b1,1678147200000,Paid,2,5663.0,3-ddohy
227,FR,1682294400000,Delivered,47869,5259,954,1682380800000,1682035200000,Europe,cdc-emp7z-ecv5bt,1682467200000,31.64,7 91,26 x 22 x 134,C1-tk3ygetsueuf,1682035200000,Paid,1,5259.0,9-ixupr
346,FR,1677715200000,Delivered,79917,5378,409,1677801600000,1677369600000,Europe,aba-5kpud-gicifj,1677542400000,111.16,27 79,26 x 23 x 66,C1-vfd2z4smswkf,1677456000000,Paid,1,5378.0,9-d5r7q
